#dimension		time(s)		Gflops/s
8		0.000127		0.008059
16		0.000003		2.387733
24		0.000018		1.567346
32		0.000035		1.879014
40		0.000037		3.450573
48		0.000043		5.180192
56		0.000076		4.651201
64		0.000118		4.427450
72		0.000199		3.743612
80		0.000217		4.712075
88		0.000329		4.138240
96		0.000298		5.936684
104		0.000353		6.366864
112		0.000506		5.550836
120		0.000572		6.047084
128		0.000693		6.050604
136		0.001007		4.998297
144		0.001092		5.470926
152		0.001472		4.771087
160		0.001569		5.222564
168		0.001922		4.935021
176		0.002111		5.165720
184		0.002440		5.105754
192		0.002340		6.049274
200		0.003220		4.968196
208		0.003953		4.552981
216		0.004642		4.341917
224		0.005249		4.282268
232		0.006003		4.160219
240		0.006293		4.393671
248		0.007147		4.268332
256		0.007508		4.469098
264		0.008523		4.317527
272		0.009274		4.339572
280		0.009968		4.404626
288		0.010433		4.579478
296		0.011441		4.533701
304		0.012436		4.518238
312		0.012657		4.799161
320		0.014039		4.668206
328		0.015351		4.597529
336		0.016699		4.543275
344		0.017282		4.711069
352		0.018695		4.665963
360		0.019952		4.676797
368		0.021514		4.632974
376		0.022799		4.663093
384		0.023741		4.770088
392		0.028484		4.229419
400		0.030299		4.224549
408		0.031233		4.349022
416		0.032270		4.461760
424		0.035488		4.295826
432		0.037207		4.333650
440		0.038513		4.423688
448		0.040442		4.446602
456		0.040710		4.658211
464		0.044843		4.455407
472		0.049772		4.225409
480		0.050562		4.374500
488		0.050732		4.581470
496		0.052992		4.605364
504		0.054716		4.679552
512		0.057911		4.635287
520		0.059307		4.741732
528		0.062689		4.696112
536		0.065043		4.735018
544		0.068925		4.671441
552		0.072307		4.652284
560		0.075182		4.671729
568		0.082063		4.466097
576		0.087921		4.347136
584		0.087601		4.547340
592		0.091224		4.548662
600		0.092772		4.656556
608		0.098430		4.566824
616		0.099659		4.690901
624		0.105880		4.589543
632		0.108736		4.643090
640		0.113051		4.637640
648		0.116302		4.679151
656		0.120853		4.671802
664		0.129120		4.534606
672		0.131054		4.631130
680		0.135942		4.625969
688		0.143079		4.552171
696		0.145852		4.623225
704		0.151416		4.608673
712		0.155768		4.634376
720		0.161706		4.616368
728		0.166713		4.628644
736		0.173484		4.596257
744		0.178809		4.606370
752		0.184528		4.609155
760		0.190026		4.620173
768		0.197082		4.596921
776		0.202224		4.621494
784		0.208641		4.619335
792		0.214524		4.631583
800		0.218381		4.689053
808		0.225753		4.673374
816		0.237150		4.582232
824		0.242232		4.619346
832		0.250739		4.593870
840		0.256537		4.620815
848		0.261903		4.656695
856		0.268930		4.664579
864		0.276970		4.657347
872		0.286684		4.625679
880		0.295669		4.609697
888		0.302267		4.633176
896		0.309873		4.642691
904		0.320868		4.604774
912		0.326943		4.640263
920		0.345722		4.504702
928		0.373122		4.283744
936		0.364808		4.495653
944		0.362395		4.642627
952		0.390913		4.414286
960		0.388565		4.553867
968		0.390983		4.639784
976		0.399526		4.654089
984		0.412108		4.623855
992		0.421359		4.633543
1000		0.432156		4.627959
1008		0.439433		4.661428
1016		0.453221		4.628085
1024		0.464837		4.619861
